data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1632504,728,SSD5048,5048,"30 May 2018",2018,2,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Central Equatoria",Yei,Yei,Yei,4.0899,30.6716,2,"Radio Tamazuj",Subnational,"On 30 May (date is not certain), unidentified armed group ambushed a vehicle in the Yei-Lasu road. A government official of Yei River County went missing. The Yei River County Commissioner accuses the SPLA/M-IO for his disappearance.",0,1528732355,SSD
1876570,728,SSD5042,5042,"29 May 2018",2018,2,Riots/Protests,"Military Forces of South Sudan (2011-)",,1,"Rioters (South Sudan)",,5,15,"Eastern Africa","South Sudan",Warrap,"Tonj East",Luacjang,Ngabagok,7.9089,29.0933,2,"Radio Don Bosco",Subnational,"On 29 May (date is uncertain), Military Forces of South Sudan clashed with residents during the disarmament process in East Tonj county, Warrap. Three soldiers were killed and a resident was injured.",3,1538417030,SSD
1618184,728,SSD5040,5040,"28 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"Lakes Communal Militia (South Sudan)",,4,14,"Eastern Africa","South Sudan",Lakes,"Rumbek East","Alamtoch West",Akot,6.552,30.0591,2,"Radio Tamazuj",Subnational,"On 28 May, Military Forces of South Sudan and cattle raiders clashed in Eastern Barnaam County, Lakes. Military officers tasked with the disarmament exercise attempted to recover stolen cattle in the area. One military officer was killed.",1,1528119778,SSD
1618185,728,SSD5041,5041,"28 May 2018",2018,2,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","WVI: World Vision International",7,37,"Eastern Africa","South Sudan","Western Equatoria",Yambio,Bangasu,Rimenze,4.7108,28.5895,1,"Eye Radio",Subnational,"On 28 May (date is uncertain), unidentified armed group ambushed a vehicle on its way from Makpandu to Yambio in Rimenze. The vehicle belonging to World Vision was transporting five people to the hospital. One person was killed and one kidnapped.",1,1528119778,SSD
2318196,728,SSD5355,5355,"28 May 2018",2018,2,"Strategic development","Police Forces of South Sudan (2011-)",,1,"Civilians (South Sudan)",,7,17,"Eastern Africa","South Sudan",Warrap,"Gogrial West",Gogrial,Gogrial,8.5348,28.1114,3,"Radio Tamazuj",National,"Assumed around May 28, in Gogrial state (Warrap), police forces disarmed and seized more than 5, 000 guns from civilians in the state.",0,1543861098,SSD
1618182,728,SSD5038,5038,"26 May 2018",2018,1,"Battle-No change of territory","Boma Communal Militia (South Sudan)",,4,"Jonglei Communal Militia (South Sudan)",,4,44,"Eastern Africa","South Sudan",Jonglei,Duk,"Duk Padiet","Duk Fadiat",7.7508,31.4087,2,"Radio Tamazuj",Subnational,"On 26 May, unidentified armed group raided cattle in Duk Padiet County, Jonglei. The Duk Padiet County Commissioner accused a group of cattle raiders from Boma State for the incident. Herders fought back and one person was killed.",1,1528119778,SSD
2105235,728,SSD5039,5039,"26 May 2018",2018,1,"Strategic development","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,"SS-UF: South Sudan-United Front",,2,22,"Eastern Africa","South Sudan","Northern Bahr el Ghazal","Aweil West",Mariam,Aweil,8.7863,27.4015,3,"Sudan Tribune",Regional,"Change to armed group: On 26 May, 12 senior officers of the Sudanese Peoples Liberation Army/Movement-In Opposition signed a letter telling that they will join the South Sudan United Front led by Paul Malong hailing from Aweil, Northern Bahr el Ghazal.",0,1542756410,SSD
1618181,728,SSD5037,5037,"25 May 2018",2018,1,"Violence against civilians","Military Forces of South Sudan (2011-)",,1,"Civilians (South Sudan)",,7,17,"Eastern Africa","South Sudan",Warrap,"Tonj South",Tonj,Tonj,7.2733,28.6839,2,"Radio Tamazuj",Subnational,"On 25 May, Military Forces of South Sudan beat a traditional chief in Mekuei Kharsit area in Warrap. The chief allegedly failed to provide food for the soldiers.",0,1528119778,SSD
2105234,728,SSD5035,5035,"24 May 2018",2018,1,"Strategic development","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,"SSPM/A: South Sudan Patriotic Movement/Army",,2,22,"Eastern Africa","South Sudan","Northern Bahr el Ghazal","Aweil West",Mariam,Aweil,8.7863,27.4015,3,"Radio Tamazuj",Subnational,"Change to armed group: On 24 May, an unknown number of military officers of the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) defected and joined the South Sudan Patriotic Movement/Army (SSPM/A) in Northern Bahr al Ghazal.",0,1542756410,SSD
1614334,728,SSD5032,5032,"23 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan",Unity,Leer,Koch,Leer,8.2936,30.1326,2,Xinhua,International,"On 23 May, the ruling party South Sudan People's Liberation Army (SPLA) accused the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) of attacking government forces in former Unity State. According to the SPLA, the states under offensive were Leer, Latjoor and Maiwut.",0,1527542653,SSD
1614335,728,SSD5033,5033,"23 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Maiwut,8.6031,33.9226,2,Xinhua,International,"On 23 May, the ruling party South Sudan People's Liberation Army (SPLA) accused the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) of attacking government forces in former Unity State. According to the SPLA, the states under offensive were Leer, Latjoor and Maiwut.",0,1527542653,SSD
1614336,728,SSD5034,5034,"23 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Luakpiny/Nasir,,Nasir,8.6,33.0667,2,Xinhua,International,"On 23 May, the ruling party South Sudan People's Liberation Army (SPLA) accused the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) of attacking government forces in former Unity State. According to the SPLA, the states under offensive were Leer, Latjoor and Maiwut.",0,1527542653,SSD
1614333,728,SSD5031,5031,"22 May 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","Acholi Ethnic Group (Uganda)",7,37,"Eastern Africa","South Sudan","Western Equatoria",Tambura,Tambura,Tambura,5.5985,27.4621,1,"Daily Monitor",National,"On 22 May, nine people were abducted by an unidentified armed group in Tambura, Western Equatoria, and they were freed on 24 May. One of the victims was Acholi Cultural Institution premier Ambrose Olaa who had been consulting World Vision International on peacebuilding in South Sudan.",0,1527542653,SSD
1614332,728,SSD5030,5030,"20 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Pagak,8.4907,34.0233,2,"Radio Tamazuj",Subnational,"On 20 May, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) claims that its positions were attacked by the Military Forces of South Sudan at Way Station near Pagak, Upper Nile. The government denies the accusation and accuse the SPLA/M-IO of shelling the area's airstrip.",0,1527542653,SSD
2105232,728,SSD5029,5029,"18 May 2018",2018,2,"Strategic development","SPLM-FD: Sudanese Peoples Liberation Movement (Former Detainees)",,2,"SSOA: South Sudan Opposition Alliance",,2,22,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,3,"Radio Tamazuj",Subnational,"Change to armed group: On 18 May (date is uncertain), Former Detainees faction of the Sudanese Peoples Liberation Movement pulled out from the South Sudan Opposition Alliance (SSOA) and demanded separate representation during the peace talks in Addis Abeba. Leader of the SPLM-FD Pagan Amumis from Malakal, Upper Nile.",0,1542756410,SSD
2105231,728,SSD5028,5028,"17 May 2018",2018,1,Riots/Protests,"Protesters (South Sudan)","Refugees/IDPs (South Sudan)",6,,,0,60,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Radio Tamazuj",Subnational,"On 17 May, hundreds of citizens living in the camps for displaced held a peaceful demonstration in Juba. They called for an end to the civil war.",0,1542756410,SSD
1639951,728,SSD5070,5070,"17 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Western Equatoria",Nagero,Nagero,Nagero,6.49,27.6801,2,"Radio Anisa",Subnational,"On 17th May, clashes between government forces and SPLM/A-IO took place in Nagero county, Western Equatoria. The fighting displaced 31,000 civilians according to local sources, and the county commissioner of Nagero was reportedly abducted by rebel forces. The report mentions that lives were lost in the fighting.",10,1529947890,SSD
1639952,728,SSD5071,5071,"17 May 2018",2018,1,"Violence against civilians","SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,"Civilians (South Sudan)","Government of South Sudan (2011-)",7,27,"Eastern Africa","South Sudan","Western Equatoria",Nagero,Nagero,Nagero,6.49,27.6801,2,"Radio Anisa",Subnational,"On 17th May, clashes between government forces and SPLM/A-IO took place in Nagero county, Western Equatoria. The fighting displaced 31,000 civilians according to local sources, and the county commissioner of Nagero was reportedly abducted by rebel forces. The report mentions that lives were lost in the fighting.",0,1529947890,SSD
1618180,728,SSD5036,5036,"16 May 2018",2018,2,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Western Equatoria",Tambura,Tambura,Tambura,5.5985,27.4621,2,"Eye Radio",Subnational,"On 16 May (date is not certain), unidentified armed group attacked Tambura county. Two government officials and several other people got caught in the violence and went missing. Thousands of civilians were reportedly displaced.",0,1528119778,SSD
1608044,728,SSD5025,5025,"14 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Pagak,8.4907,34.0233,1,"Radio Tamazuj",Subnational,"On 14 May, Military Forces of South Sudan and Military Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) clashed in Way Station and Yambura areas in Pagak, Upper Nile. According to the SPLA/M-IO, the government forces attacked their positions but their attack was repulsed. The Military Forces had no information about the clash. No fatalities or injuries.",0,1526931416,SSD
1608045,728,SSD5026,5026,"14 May 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (International)","Civilians (Aid Workers)",7,37,"Eastern Africa","South Sudan","Western Equatoria",Ezo,Ezo,Yangiri,5.2832,27.7911,2,"Eye Radio; Sudan Tribune",Subnational-Regional,"On 14 May, unidentified armed group believed to be a rebel group abducted 30 workers of humanitarian agencies in Yangiri area, along Tombura-Yambio road, Western Equatoria. Seven of them, working for World Vision, were released on 18 May.",0,1526931416,SSD
1608046,728,SSD5027,5027,"14 May 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction)",7,37,"Eastern Africa","South Sudan","Western Equatoria",Maridi,Maridi,Maridi,4.9238,29.4626,1,"Radio Tamazuj",Subnational,"On 14 May, unidentified armed group killed high-ranking army officer Canal Tabu Salahmandia at his home in Maridi, Western Equatoria. Tabu was allied to Vice President Taban Deng Gai.",1,1526931416,SSD
1608043,728,SSD5024,5024,"13 May 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","Christian Group (South Sudan)",7,37,"Eastern Africa","South Sudan","Central Equatoria",Juba,Juba,Juba,4.8609,31.6178,1,"Radio Tamazuj",Subnational,"On 13 May, a group of three armed people shot dead a Christian pastor and his wife in Juba. Another pastor who had rushed to rescue the family was also shot and injured.",2,1526931416,SSD
1608040,728,SSD5017,5017,"11 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SS-UF: South Sudan-United Front","SPLA/M: Sudanese Peoples Liberation Army/Movement",2,12,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Raga,Raja,Raja,8.4624,25.681,2,"Radio Tamazuj",Subnational,"On 11 May, Military Forces of South Sudan accused the South Sudan-United Front (SS-UF) and the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) of a joint attack against its positions in Balaku, southwest of Raja. The SS-UF and the SPLA/M-IO both denied the accusation. According to the Military Forces of South Sudan, ""a number of rebel fighters"" were killed.",10,1526931416,SSD
1603520,728,SSD5018,5018,"11 May 2018",2018,2,"Violence against civilians","Military Forces of South Sudan (2011-)",,1,"Civilians (South Sudan)",,7,17,"Eastern Africa","South Sudan","Central Equatoria",Yei,Morobo,Apidi,3.7769,30.7038,1,"Sudan Tribune",Regional,"On 11 May (date is not certain), Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) accuses the Military Forces of South Sudan of attacking civilians in the SPLA/M-IO held area in Apidi, Central Equatoria. According to the SPLA/M-IO, the government forces killed one person and injured another.",1,1526319991,SSD
1608041,728,SSD5022,5022,"11 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Raga,Raja,Raja,8.4624,25.681,2,"Radio Tamazuj",Subnational,"On 11 May, Military Forces of South Sudan and the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) clashed in Dolu, near Raja in Western Bahr el Ghazal. The SPLA/M-IO accuses the government forces for the attack that killed five SPLA/M-IO members, including a senior general.",5,1526931416,SSD
2105230,728,SSD5023,5023,"11 May 2018",2018,2,"Strategic development","Military Forces of South Sudan (2011-)",,1,,,0,10,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Wau,Bazia,Bazia,7.13,27.89,1,"Sudan Tribune",Regional,"Movement of forces: On 11 and 12 May, Military Forces of South Sudan moved troops to Bazia area in Western Bahr el Ghazal controlled by the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) according to the SPLA/M-IO.",0,1542756410,SSD
1608038,728,SSD5020,5020,"10 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Western Equatoria",Yambio,Li-rangu,"Li Rangu",4.73,28.35,1,"Sudan Tribune",Regional,"On 10 May, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) claims to have repelled an attack of the Military Forces of South Sudan in Li Rangu, Western Equatoria. No fatalities or injuries.",0,1526931416,SSD
1608039,728,SSD5021,5021,"10 May 2018",2018,2,"Violence against civilians","Tonj Communal Militia (South Sudan)",,4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Lakes,Cueibet,Citcok,Malou-pech,7.1037,29.0792,1,"Radio Tamazuj",Subnational,"On 10 May (date is uncertain: in the same week), armed group believed to be from Tonj State launched an attack in the area of Malou-pech, Lakes. They killed five people, injured two others and raided cattle.",5,1526931416,SSD
1608037,728,SSD5016,5016,"09 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SS-UF: South Sudan-United Front","SPLA/M: Sudanese Peoples Liberation Army/Movement",2,12,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Raga,Raja,"Mangayat North",8.2314,25.8564,2,"Radio Tamazuj",Subnational,"On 9 May, Military Forces of South Sudan accused the South Sudan-United Front (SS-UF) and the Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) of a joint attack against its positions in Mangayat, Western Bahr el Ghazal. The SS-UF and the SPLA/M-IO both denied the accusation. No fatalities on injuries.",0,1526931416,SSD
2105228,728,SSD5014,5014,"07 May 2018",2018,1,"Strategic development","SPLA/M-In Opposition-Deng Gai: Sudanese Peoples Liberation Army/Movement-In Opposition (Deng Gai Faction)",,3,"SPLA/M: Sudanese Peoples Liberation Army/Movement",,3,33,"Eastern Africa","South Sudan",Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,3,"Agence France Presse",International,"Change to armed group: On 7 May, Sudan's Vice President Taban Deng Gai, hailing from Unity, formally dissolved his faction of the Sudanese Peoples Liberation Army/Movement-In Opposition and folded it to the ruling Sudanese Peoples Liberation Army/Movement.",0,1542756410,SSD
1603517,728,SSD5015,5015,"07 May 2018",2018,1,"Violence against civilians","Ganyiel Communal Militia (South Sudan)","Panyijiar Communal Militia (South Sudan)",4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Lakes,"Rumbek Centre",Kuei,Rumbek,6.8187,29.6995,2,"Radio Tamazuj",Subnational,"On 6 and 7 May, armed group believed to be from Panyijiar and Ganyinel areas of Unity attacked a cattle camp in Pakam, Lakes. In two days, they killed four people and injured 15 others.",2,1526319991,SSD
1603515,728,SSD5013,5013,"06 May 2018",2018,1,"Violence against civilians","Ganyiel Communal Militia (South Sudan)","Panyijiar Communal Militia (South Sudan)",4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Lakes,"Rumbek Centre",Kuei,Rumbek,6.8187,29.6995,2,"Radio Tamazuj",Subnational,"On 6 and 7 May, armed group believed to be from Panyijiar and Ganyinel areas of Unity attacked a cattle camp in Pakam, Lakes. In two days, they killed four people and injured 15 others.",2,1526319991,SSD
1600267,728,SSD5005,5005,"05 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Pagak,8.4907,34.0233,1,"Sudan Tribune",Regional,"On 5 May, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) and the Military Forces of South Sudan clashed in Pagak, Upper Nile. No fatalities or injuries.",0,1525715434,SSD
1603509,728,SSD5007,5007,"05 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Pagak,8.4907,34.0233,1,"Radio Dabanga; South Sudan News Agency",Subnational-National,"On 5 May, Military Forces of South Sudan and Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) clashed in Pagak, Upper Nile. The Military of South Sudan accuse the SPLA/M-IO for the attack but the SPLA/M-IO says that the government forces attacked them first in Maiwut. Clashes occurred in several places in Maiwut area on that day; SPLA-IO claimed three dead and nine injured on their side across the battles, while they killed 54 government forces.",15,1526319991,SSD
1603510,728,SSD5008,5008,"05 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Maiwut,8.6031,33.9226,1,"Radio Dabanga; South Sudan News Agency",Subnational-National,"On 5 May, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) clashed with the Military Forces of South Sudan in Maiwut, Upper Nile. Clashes occurred in several places in Maiwut area on that day; SPLA-IO claimed three dead and nine injured on their side across the battles, while they killed 54 government forces.",14,1526319991,SSD
1603511,728,SSD5009,5009,"05 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Maiwut,8.6031,33.9226,2,"Radio Dabanga; South Sudan News Agency",Subnational-National,"On 5 May, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) clashed with the Military Forces of South Sudan in Nguankei and Pinythor, near Maiwut, Upper Nile. Clashes occurred in several places in Maiwut area on that day; SPLA-IO claimed three dead and nine injured on their side across the battles, while they killed 54 government forces.",14,1526319991,SSD
1603512,728,SSD5010,5010,"05 May 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Upper Nile",Maiwut,Maiwut,Turu,8.4987,33.9045,1,"Radio Dabanga; South Sudan News Agency",Subnational-National,"On 5 May, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) clashed with the Military Forces of South Sudan in Turu, Upper Nile. Clashes occurred in several places in Maiwut area on that day; SPLA-IO claimed three dead and nine injured on their side across the battles, while they killed 54 government forces.",14,1526319991,SSD
1603513,728,SSD5011,5011,"05 May 2018",2018,2,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan",Unity,Mayom,Mankien,Mayom,9.22,29.17,1,"South Sudan News Agency",National,"On 5 May (date is uncertain), Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) claims to have repulsed an attack of the Military Forces of South Sudan in Mayom, Unity. The SPLA/M-IO claims to have killed 27 government soldiers. No injuries.",27,1526319991,SSD
1603514,728,SSD5012,5012,"05 May 2018",2018,2,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan",Jonglei,Ayod,Wau,Ayod,8.1234,31.4289,1,"South Sudan News Agency",National,"On 5 May (date is uncertain), Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) claims to have repulsed an attack of the Military Forces of South Sudan in Ayod, Jonglei. According to the SPLA/M-IO, the government troops also shelled a civilian area around Ayod's Waal airstrip, killing one person and injuring two.",1,1526319991,SSD
1600266,728,SSD5004,5004,"03 May 2018",2018,2,"Violence against civilians","Akook Communal Militia (South Sudan)",,4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Warrap,"Tonj East",Ananatak,Kongor,7.8333,29.2833,2,"Radio Don Bosco",Subnational,"On 3 May (date is not certain), Akook communal militia raided cattle from other members of Akook community. Three people were killed.",3,1525715434,SSD
1603508,728,SSD5006,5006,"03 May 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (Sudan)",,7,37,"Eastern Africa","South Sudan","Western Bahr el Ghazal",Wau,Udici,Wau,7.7177,28.0071,1,"Radio Dabanga",Subnational,"On 3 May, unidentified armed group killed a Sudanese trader in Wau, Western Bahr el Ghazal.",1,1526319991,SSD
1600265,728,SSD5003,5003,"02 May 2018",2018,3,"Violence against civilians","Unidentified Communal Militia (South Sudan)",,4,"Civilians (South Sudan)",,7,47,"Eastern Africa","South Sudan",Warrap,"Tonj South",Thiet,Thiet,7.6067,28.8209,1,"Radio Don Bosco",Subnational,"On 2 May (date remains uncertain), relatives of a person deceased earlier in a gunfire between Gok and Tonj youths attacked traders in Thiet. They killed one person, injured two others and looted their victims.",1,1525715434,SSD
1600264,728,SSD5002,5002,"02 May 2018",2018,3,"Battle-No change of territory","Gok Ethnic Militia (South Sudan)",,4,"Tonj Communal Militia (South Sudan)",,4,44,"Eastern Africa","South Sudan",Warrap,"Tonj South",Tonj,Tonj,7.2733,28.6839,2,"Radio Don Bosco",Subnational,"On 2 May (date remains uncertain), a group of youth from Gok allegedly raided cattle in Tonj county. One person was killed in a crossfire. No injuries.",1,1525715434,SSD
1876545,728,SSD5001,5001,"29 April 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)","Catholic Christian Group (South Sudan)",7,37,"Eastern Africa","South Sudan","Western Equatoria",Yambio,Yambio,Yambio,4.571,28.4104,2,"Radio Anisa",Subnational,"On 29 April, unidentified armed group blocked the Yambio-Nzara road in Saura and shot at a church vehicle going to Mupoi. The Catholic priest and the driver survived the attack without injury.",0,1538417030,SSD
1747199,728,SSD5000,5000,"29 April 2018",2018,1,"Remote violence","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Central Equatoria",Yei,Yei,Longamere,3.9181,30.7428,2,"Sudan Tribune",Regional,"On 29 April, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) claims that the Military Forces of South Sudan shelled their territories in and around Mugwa payam in Yei River, Central Equatoria. A local radio had announced the day before that the Military Forces would conduct a testing exercise of their artilleries on Sunday. No fatalities or injuries.",0,1536004225,SSD
1600261,728,SSD4999,4999,"29 April 2018",2018,1,"Remote violence","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Central Equatoria",Lainya,Otogo,Luri,4.2,30.91,2,"Sudan Tribune",Regional,"On 29 April, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) claims that the Military Forces of South Sudan shelled their territories in and around Otogo payam in Yei River, Central Equatoria. A local radio had announced the day before that the Military Forces would conduct a testing exercise of their artilleries on Sunday. No fatalities or injuries.",0,1525715434,SSD
1747200,728,SSD4998,4998,"29 April 2018",2018,1,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition",,2,12,"Eastern Africa","South Sudan","Central Equatoria",Lainya,Otogo,Kopera,4.1378,30.9533,2,"Radio Tamazuj",Subnational,"On 29 April, Sudanese Peoples Liberation Army/Movement-In Opposition (SPLA/M-IO) and the Military Forces of South Sudan clashed in Kopera area in Lainya, Central Equatoria. Both sides accuse each other of the attack. The SPLA/M-IO claims to have lost four combattants.",4,1536004225,SSD
2105226,728,SSD4997,4997,"28 April 2018",2018,1,"Strategic development","SSULM/A: South Sudan United Liberation Movement/Army",,2,"SS-UF: South Sudan-United Front",,2,22,"Eastern Africa","South Sudan",Unity,Pariang,Awet-adet,Pariang,9.9123,29.9814,3,"Radio Tamazuj",Subnational,"Change to armed group: On 28 April, South Sudan United Liberation Movement, hailing from Pariang, Ruweng in Unity, joined forces with the South Sudan United Front recently founded by Paul Malong.",0,1542756410,SSD
1600258,728,SSD4996,4996,"28 April 2018",2018,2,"Battle-No change of territory","Military Forces of South Sudan (2011-)",,1,"Unidentified Armed Group (South Sudan)",,3,13,"Eastern Africa","South Sudan","Central Equatoria",Morobo,Morobo,Kaya,3.55,30.88,1,"Radio Easter",Subnational,"On 28 April (date is uncertain), unidentified ""opposition group"" attacked the government's positions in Kaya payam in Morobo, Central Equatoria according to the state authorities. No fatalities or injuries.",0,1525715434,SSD
1600257,728,SSD4995,4995,"27 April 2018",2018,1,"Violence against civilians","Unidentified Armed Group (South Sudan)",,3,"Civilians (South Sudan)",,7,37,"Eastern Africa","South Sudan","Upper Nile",Renk,Renk,Renk,11.75,32.8,2,"Radio Tamazuj",Subnational,"On 27 April, unidentified armed group ambushed a vehicle along the Renk-Jalhak road in Upper Nile. Two people in the vehicle were killed and three injured.",2,1525715434,SSD
